"Model","Feature","VIM","pValue","MultiSplit_Rank"
"Multi-split LASSO + MLE","end_month",1,1.36501338008326e-09,1
"Multi-split LASSO + MLE","inflation",1,3.43111013127667e-05,2
"Multi-split LASSO + MLE","total_damage_adjusted",1,0.00552665369784627,3
"Multi-split LASSO + MLE","regionSouth",1,0.0418370303972317,4
