"Model","Feature","VIM","pValue","MultiSplit_Rank"
"Multi-split LASSO + MLE","inflation",1,1.96470765994993e-22,1
"Multi-split LASSO + MLE","disaster_year",1,3.5011123440907e-09,2
"Multi-split LASSO + MLE","start_month",1,1.04056580960595e-08,3
"Multi-split LASSO + MLE","regionMidwest",1,2.80811447519857e-05,4
"Multi-split LASSO + MLE","regionWest",1,0.00840954534832491,5
"Multi-split LASSO + MLE","regionNortheast",1,0.0144354420486912,6
