country,sect,t,upstreamness,downstreamness,u_n,u_d,d_n,d_d,source
USA,6.0,2019,2.68173379405277,2.31790740046988,106150.554896784,39582.8083802321,22675.9869627071,9782.95636750214,ADB
USA,6.0,2020,2.61735515449817,2.31292592828075,117244.432067755,44795.0030267233,24622.9868366727,10645.817289521,ADB
USA,6.0,2021,2.65301128767933,2.3353714930263,159208.4267906,60010.4596350453,34040.418527614,14576.0186887879,ADB
USA,6.0,2022,2.68170031640349,2.35356236264408,168366.654464741,62783.5457358422,36398.9571064654,15465.4738213834,ADB
USA,6.0,2023,2.63495592964832,2.29572179901124,163271.617349018,61963.6994728824,35435.593043591,15435.4909461821,ADB
USA,6.0,2024,2.61057263024263,2.28718689400607,154205.996801231,59069.7975665589,33508.6060312409,14650.5762686274,ADB
USA,7.0,2000,2.31777229427626,2.14664518850822,513531.580874498,221562.56770463,381572.062534653,177752.739287027,ADB
USA,7.0,2007,2.23362750133604,1.98170183823985,657550.553953921,294386.845416529,431436.649977754,217710.172969792,ADB
USA,7.0,2008,2.24519899129109,2.02465757227642,639781.138077546,284955.204665242,434304.740368213,214507.750009254,ADB
USA,7.0,2009,2.15013183184061,1.88431221445649,594933.422191576,276696.253402419,383870.369718817,203719.090060423,ADB
USA,7.0,2010,2.22821982964107,1.94100248285549,617122.371675179,276957.579977461,378945.75845622,195231.980279972,ADB
USA,7.0,2011,2.25223834458022,1.98693257093054,629987.084270056,279715.992663944,403171.50921492,202911.520558598,ADB
USA,7.0,2012,2.24111779435756,1.9894456430725,637182.140377178,284314.435404245,416844.562377676,209527.99782652,ADB
USA,7.0,2013,2.26226362972878,2.00481282035671,661822.409156119,292548.755352383,431706.594788896,215335.11278728,ADB
USA,7.0,2014,2.26369244899672,2.00901739058274,688578.574093463,304183.801292727,448694.879644124,223340.465715916,ADB
USA,7.0,2015,2.23371757168085,1.89760600014798,738332.78292406,330539.90006824,439314.089058895,231509.64374303,ADB
USA,7.0,2016,2.213958201187,1.87208586489579,762754.932501207,344520.927311212,446811.058469069,238670.173653568,ADB
USA,7.0,2017,2.26606557965992,1.85704422323251,788467.131891063,347945.416482339,440855.27273756,237396.216644844,ADB
USA,7.0,2018,2.28938233771707,1.78047590030823,861881.621925136,376469.062299392,415286.020215779,233244.392773801,ADB
USA,7.0,2019,2.30854709824892,1.77679140663378,907544.639549394,393123.727143269,430331.728031271,242195.975523405,ADB
USA,7.0,2020,2.00277249538035,2.06352741936797,301820.136664837,150701.159198573,342490.57006398,165973.355550991,ADB
USA,7.0,2021,2.01149001540758,2.11350235301765,319548.729389455,158861.702987228,374630.605562789,177255.82610679,ADB
USA,7.0,2022,2.05251649621689,2.12122290251963,346272.436602995,168706.286766138,390340.955230594,184016.943606888,ADB
USA,7.0,2023,1.99894459081371,2.00122756484343,365257.354999895,182725.102375754,379732.967948411,189750.018748177,ADB
USA,7.0,2024,2.00278947928051,1.99827596592915,368743.899713917,184115.157148911,374573.646074267,187448.406757021,ADB
USA,8.0,2000,2.22734203144682,2.43043187481709,120885.396955389,54273.3874046567,188181.854550697,77427.3315374695,ADB
USA,8.0,2007,2.23274057112686,2.38937070325619,336664.833203545,150785.468565939,494248.855592028,206853.149625747,ADB
USA,8.0,2008,2.24662166317728,2.37717254979412,380841.980707178,169517.630382221,603678.775080414,253948.235744475,ADB
USA,8.0,2009,2.11937847385337,2.2570850705883,260157.746497991,122751.905668355,397323.704479646,176033.996085086,ADB
USA,8.0,2010,2.18722645131983,2.34187199576304,302093.343879619,138117.08600055,513110.012959865,219102.501711533,ADB
USA,8.0,2011,2.2527036850156,2.36625142088276,410074.363265774,182036.530589212,674956.483866186,285242.928080053,ADB
USA,8.0,2012,2.26471794872945,2.38015821394392,422638.819860799,186618.744333221,693080.952134436,291191.126738589,ADB
USA,8.0,2013,2.3027896526622,2.44941569274559,397502.050373359,172617.611823041,707874.240180118,288997.185033403,ADB
USA,8.0,2014,2.30886664078426,2.39000571492361,412015.490845675,178449.237200519,673662.502392133,281866.481818711,ADB
USA,8.0,2015,2.27887524323217,2.25222407955793,354506.929021709,155562.236271831,417852.496151767,185528.829011447,ADB
USA,8.0,2016,2.24320532912653,2.28546588150287,274708.826329852,122462.630933932,364926.826546837,159672.839354255,ADB
USA,8.0,2017,2.34977695013023,2.44926119414777,307772.749837203,130979.559493996,429332.418418968,175290.581276023,ADB
USA,8.0,2018,2.35622172350736,2.39462771946199,411189.493573436,174512.224155781,570115.393830989,238081.013260416,ADB
USA,8.0,2019,2.31214613398743,2.42230367310007,371375.035539542,160619.188415692,477870.347218531,197279.289349774,ADB
USA,8.0,2020,2.2716808571219,2.58373941373823,145212.019710841,63922.7201548096,284477.840120216,110103.146860552,ADB
USA,8.0,2021,2.27417887304817,2.5412952454859,302642.261305971,133077.597761837,480938.488010525,189249.355762506,ADB
USA,8.0,2022,2.28119981865547,2.50874459418497,507973.602246092,222678.258209528,771013.001992835,307330.2096116,ADB
USA,8.0,2023,2.22492159881764,2.36906578079084,479991.005194124,215733.896173779,593314.569552367,250442.420958994,ADB
USA,8.0,2024,2.21035338261908,2.38242172285377,427656.506509592,193478.793876324,534875.136452552,224509.007503447,ADB
USA,9.0,2000,2.53125942122255,2.19497353825113,478481.572783771,189029.053589724,294791.586823792,134303.025383472,ADB
USA,9.0,2007,2.61843718572399,2.34545384538962,726610.052104128,277497.606612711,494300.327423101,210748.264518072,ADB
USA,9.0,2008,2.60882676257988,2.33838399066675,743738.492812568,285085.427472801,496750.631839474,212433.301725536,ADB
USA,9.0,2009,2.36705819008749,1.96455932589813,747029.972060678,315594.257542551,431719.20537054,219753.712539667,ADB
USA,9.0,2010,2.51641963679754,2.10826518883534,835973.921536441,332207.676856442,486084.946157623,230561.576755982,ADB
USA,9.0,2011,2.58231296295165,2.21361182568613,878473.767785172,340188.730176629,531674.583417463,240184.199075945,ADB
USA,9.0,2012,2.56791254337647,2.23738021720275,884744.026739179,344538.2238664,563205.160747199,251725.279600147,ADB
USA,9.0,2013,2.53616156329645,2.23080827682603,895225.295713217,352984.332177016,586747.263506363,263020.031618845,ADB
USA,9.0,2014,2.48721416750897,2.19872633689719,897629.060276299,360897.373455904,611429.548015709,278083.514876412,ADB
USA,9.0,2015,2.4391073298558,2.08470667890413,904433.795867083,370805.246983761,577573.505643741,277052.647976047,ADB
USA,9.0,2016,2.42108222545358,2.07013701777526,920305.088710243,380121.368466876,592208.454847869,286072.105258184,ADB
USA,9.0,2017,2.55403961133308,2.13215280356291,922944.532675754,361366.569484811,556022.355595495,260779.78776491,ADB
USA,9.0,2018,2.59241410838718,2.15917781104029,969315.961081588,373904.754624496,603460.483756957,279486.23808162,ADB
USA,9.0,2019,2.4869153910534,2.01168635138002,965111.554812721,388075.749695659,538477.298095289,267674.579452155,ADB
USA,9.0,2020,2.43763341367445,1.93020237812204,976966.827781843,400784.967215058,507839.137769136,263101.498332641,ADB
USA,9.0,2021,2.44970044268624,2.01805628244145,1092686.7257683,446049.119609947,613911.693503257,304209.401315877,ADB
USA,9.0,2022,2.55393814728777,1.96571758908072,1323190.05156859,518097.923778536,631780.693595149,321399.522039484,ADB
USA,9.0,2023,2.49332478190923,1.95939198682914,1323456.58855027,530799.917504872,669553.403807701,341714.883141495,ADB
USA,9.0,2024,2.4813217505084,1.95242993807017,1423474.29611032,573675.822500112,724283.855806665,370965.350245841,ADB
USA,10.0,2000,2.64481147031662,2.32960659042893,174467.660044369,65966.0100549561,49770.8315700558,21364.4792105829,ADB
USA,10.0,2007,2.64081150059828,2.5511779050956,170722.858628173,64647.8775897088,59320.3022887843,23252.1229390944,ADB
USA,10.0,2008,2.65142330256046,2.60610415368063,154696.436336441,58344.6770596953,57816.9832178463,22185.2158656786,ADB
USA,10.0,2009,2.52458369354428,2.24967982026222,161876.400866488,64120.037406733,53014.1540136755,23565.1996058248,ADB
USA,10.0,2010,2.60384490379192,2.41363381942874,166114.125121367,63795.706449128,56423.4804075377,23376.9845091464,ADB
USA,10.0,2011,2.63663475348179,2.49811782742662,173241.4480116,65705.5163908566,62942.2461599601,25195.8676524072,ADB
USA,10.0,2012,2.6281256804112,2.49484828049523,186786.44723663,71072.1137230413,75944.8816640787,30440.6814064876,ADB
USA,10.0,2013,2.58738970539072,2.52105350178208,188713.409094126,72935.8274483932,95127.9738792008,37733.421290725,ADB
USA,10.0,2014,2.57594615572484,2.50499940104772,194738.131702649,75598.6810010987,97244.663124926,38820.2340823927,ADB
USA,10.0,2015,2.56237654430369,2.35310638265737,222672.269681892,86900.6821721441,92842.8797750362,39455.4536332473,ADB
USA,10.0,2016,2.54073867766232,2.32066343790684,228682.53242228,90006.317624403,93741.8122169861,40394.4021721384,ADB
USA,10.0,2017,2.58821151875544,2.41781671313267,201321.6889156,77784.0943279657,94700.9018660386,39167.940792062,ADB
USA,10.0,2018,2.67637105759634,2.42943089613585,214578.848547812,80175.298540452,89447.139181213,36818.1450740104,ADB
USA,10.0,2019,2.63115545366341,2.35109960663309,217565.106587953,82688.0472930752,88567.303421105,37670.5874864819,ADB
USA,10.0,2020,2.61257351822536,2.30632542396897,208891.820060402,79956.3413634753,55539.0466582869,24081.1838958569,ADB
USA,10.0,2021,2.65781701853818,2.48114224105361,209284.066536816,78742.8423691574,65714.9602044972,26485.7689805771,ADB
USA,10.0,2022,2.67931660728806,2.4413863647718,249297.516249051,93045.18755675688,71144.0744766205,29140.8502575423,ADB
USA,10.0,2023,2.64223983233143,2.35710654963423,257378.825109434,97409.3350497753,68645.8724595983,29122.9399325416,ADB
USA,10.0,2024,2.63336678882799,2.3577624429156,259830.585612055,98668.58909073408,69243.0976541837,29368.1400610309,ADB
USA,11.0,2000,2.61594325847588,2.11106354944738,111623.991254839,42670.6469619201,11610.3561972847,5499.76631462562,ADB
USA,11.0,2007,2.57286697676616,2.24004664620428,129658.210727524,50394.4478662831,19038.5810639318,8499.18955758907,ADB
USA,11.0,2008,2.57073416743229,2.25254431396457,114552.653280391,44560.2873807871,20619.8433568892,9154.02339881052,ADB
USA,11.0,2009,2.45890735257905,2.07108563577674,94471.5912810213,38420.1507966268,21548.8330352285,10404.6074498251,ADB
USA,11.0,2010,2.5566602505565,2.18409167496385,93122.0084236734,36423.3020024478,21743.8826366127,9955.572325952167,ADB
USA,11.0,2011,2.62558063267693,2.22605716377286,95466.0292955047,36359.9685750925,20291.3465248061,9115.375316964008,ADB
USA,11.0,2012,2.58553144806514,2.22733595024278,100749.19254987,38966.5314747052,25212.3164028017,11319.494214626,ADB
USA,11.0,2013,2.60206330920777,2.20068631084165,112966.079715601,43414.0396645443,25036.9618366528,11376.8880704663,ADB
USA,11.0,2014,2.60385339413336,2.22021312648601,121315.241224407,46590.6573303003,28415.8539967466,12798.7055196458,ADB
USA,11.0,2015,2.56591234396313,2.15947681555441,131651.171525536,51307.7431640538,28754.6406632932,13315.558868786,ADB
USA,11.0,2016,2.55655928759607,2.1372361542497,137905.98158029,53942.0236602309,29149.5487225697,13638.8993161137,ADB
USA,11.0,2017,2.55413508409457,1.98980356553508,157517.163794663,61671.4302918328,24639.1857242618,12382.7226722433,ADB
USA,11.0,2018,2.62898059807013,2.13637643533754,174173.489169718,66251.3406518003,30921.8707773148,14473.9804586121,ADB
USA,11.0,2019,2.57366345690952,1.96588041081797,166905.252634429,64851.2346034746,24203.1678572214,12311.6175958795,ADB
USA,11.0,2020,2.53111940718391,1.96509230189445,167910.208603432,66338.3197674765,13143.9121804816,6688.69964418985,ADB
USA,11.0,2021,2.55014003626522,2.03730259208486,172765.928040847,67747.6238888706,16147.846162437,7926.09120764541,ADB
USA,11.0,2022,2.59137510868708,2.0920434762623,183861.906539254,70951.4828335322,17735.5181734678,8477.6049707889,ADB
USA,11.0,2023,2.53958258136318,2.00461070112499,194708.516281934,76669.4958891313,17601.7537354263,8780.63442719732,ADB
USA,11.0,2024,2.52092433061433,2.00028564910847,197505.79642152,78346.5786826647,17578.3715449961,8787.93064022173,ADB
USA,12.0,2000,2.97743199937106,2.2398831256548,498837.325912186,167539.452124367,56463.7315945543,25208.3383047264,ADB
USA,12.0,2007,3.08072576855277,2.47415972745776,617384.168610326,200402.182794853,72846.8189379781,29443.0541931218,ADB
USA,12.0,2008,3.10860751096388,2.52558566847142,633520.375878261,203795.549500498,77242.4963719999,30583.9937786589,ADB
USA,12.0,2009,2.92382627556065,2.27213716335778,483835.477677431,165480.241326806,69444.658754565,30563.5856296366,ADB
USA,12.0,2010,3.09210706567162,2.46005380160783,521159.672094412,168545.157404248,68106.2125900832,27684.8467889485,ADB
USA,12.0,2011,3.15263001023407,2.55153314295297,582348.254084902,184718.235947283,80925.5743089334,31716.4503751167,ADB
USA,12.0,2012,3.09323533979592,2.50722417690466,615716.917392968,199052.72304098,99053.8346620048,39507.3705711842,ADB
USA,12.0,2013,3.06412484957085,2.52754812155054,605158.546275964,197498.005461729,108457.207355023,42910.0464716333,ADB
USA,12.0,2014,3.049306922088,2.53394900631966,627745.854204449,205865.093361807,119142.521005577,47018.5156482772,ADB
USA,12.0,2015,3.01484153529274,2.46872302047691,605886.013787359,200967.781123703,109769.030104317,44463.8905190392,ADB
USA,12.0,2016,2.99750836184405,2.44216960690945,603409.865127273,201303.813796889,106109.495918505,43448.8643287908,ADB
USA,12.0,2017,2.96201981190291,2.34798200196521,614508.104686896,207462.52345021,108832.06617499,46351.3204461959,ADB
USA,12.0,2018,3.07176874119082,2.42332181897525,707675.973244558,230380.615491978,126909.11658329,52369.8980422485,ADB
USA,12.0,2019,2.96979270572016,2.31347704726303,671238.896326105,226022.13785266,120202.282376947,51957.412985425,ADB
USA,12.0,2020,2.89375196106941,2.24796934634431,603622.161320096,208594.989978692,84528.4723514435,37602.1463499514,ADB
USA,12.0,2021,2.96108561080971,2.46168790002365,644696.476913607,217723.011641435,98926.3544678116,40186.3918114319,ADB
USA,12.0,2022,3.01143278116086,2.44512549984028,774160.037146584,257073.6567622,99234.96905162392,40584.81622236,ADB
USA,12.0,2023,2.97190836578844,2.3429001907456,806678.399464319,271434.479188698,96629.8430335349,41243.6873816565,ADB
USA,12.0,2024,2.94000419206571,2.32808966478414,792065.627968863,269409.693396505,92882.3620931364,39896.3852200892,ADB
USA,13.0,2000,1.80917810001356,2.25647706911896,228038.720959657,126045.479412971,409337.51397236,181405.572241062,ADB
USA,13.0,2007,1.81546730097346,2.34712623633986,271558.134498612,149580.295030928,523719.106079686,223132.05739474,ADB
USA,13.0,2008,1.85638243247887,2.36840764173233,280880.741881299,151305.429833352,531269.321099939,224314.983509912,ADB
USA,13.0,2009,1.80028488735201,2.14387713363356,248773.156017479,138185.438185504,398303.345315735,185786.460924963,ADB
USA,13.0,2010,1.84703695723101,2.28784478972791,257781.172754264,139564.707541487,463408.856454315,202552.576352624,ADB
USA,13.0,2011,1.84044876229593,2.35918575792598,288342.439287959,156669.636881527,557811.598161294,236442.423529922,ADB
USA,13.0,2012,1.84647516856901,2.40851280842945,304615.353912444,164971.2701788,630148.033340811,261633.665029882,ADB
USA,13.0,2013,1.88019375730979,2.37114906625472,315545.544421496,167826.078134088,582730.28759542,245758.605348189,ADB
USA,13.0,2014,1.87299254163975,2.37151975757674,325568.261260811,173822.508110889,599586.131294118,252827.803512287,ADB
USA,13.0,2015,1.87323566640623,2.30746361673012,314668.935306337,167981.499044391,546301.687343068,236754.193384521,ADB
USA,13.0,2016,1.86092389320693,2.27432868086744,304532.637180992,163645.938607511,515384.819803869,226609.647118946,ADB
USA,13.0,2017,1.90669977252085,2.25246799148799,291272.614636433,152762.70487584,464109.447552857,206044.858043139,ADB
USA,13.0,2018,1.97622038277613,2.29767101075839,358622.34613352,181468.802396289,534887.149377151,232795.359680584,ADB
USA,13.0,2019,1.87456544806198,2.21163963762863,309836.288108333,165284.326790861,488427.503011703,220844.071837764,ADB
USA,13.0,2020,1.73306723322576,2.07262005994193,327416.803256216,188923.312944296,508514.499852876,245348.633684036,ADB
USA,13.0,2021,1.72291927515599,2.25360749119516,318455.552724998,184834.865635922,613570.263285411,272261.37012884,ADB
USA,13.0,2022,1.7479987170498,2.28392293059097,358783.622133013,205253.9390524,699252.8223595,306163.055238719,ADB
USA,13.0,2023,1.75309250718196,2.13513794395225,410678.699375547,234259.571410581,667426.504578118,312591.749150727,ADB
USA,13.0,2024,1.76488033696467,2.13449529687886,437885.019835578,248110.316979719,694903.725084196,325558.798888108,ADB
USA,14.0,2000,2.25212123153842,2.23804354307749,611382.195063102,271469.486855939,555716.219190603,248304.471514638,ADB
USA,14.0,2007,2.26285375183952,2.08474327249395,631510.913852832,279077.210950758,438791.535200446,210477.491876266,ADB
USA,14.0,2008,2.30154699081407,2.0062739628422,671330.869600806,291686.796871939,392541.126383213,195656.791471848,ADB
USA,14.0,2009,2.176529801725,1.73488219805678,618389.682540056,284117.25952475,304155.437388501,175317.631208148,ADB
USA,14.0,2010,2.30413254689229,1.76388201306593,690408.050611259,299639.034022783,285368.852786809,161784.547193601,ADB
USA,14.0,2011,2.35030654967339,1.8423050121904,697840.236374815,296914.560558831,293079.576088882,159083.091100331,ADB
USA,14.0,2012,2.39714475108051,1.81951784620052,740567.36659994,308937.274758285,277969.956614113,152771.2174929,ADB
USA,14.0,2013,2.12648064807212,1.80685856667329,668306.047142242,314277.982142998,391602.528375696,216731.146310304,ADB
USA,14.0,2014,2.13086554760561,1.82280509584046,689860.204170608,323746.472388079,402600.361828459,220868.573797149,ADB
USA,14.0,2015,2.1417842720745,1.7445307765442,722243.82288111,337215.95227775,387485.967410086,222114.721402434,ADB
USA,14.0,2016,2.13756089966053,1.72787905184202,740222.100351088,346292.870752194,387862.114752996,224472.953902366,ADB
USA,14.0,2017,2.13594627166968,1.57893999661001,726775.278620455,340259.157386169,312529.375009279,197936.194966421,ADB
